x,y,category
65855,17142,0
54970,14376,0
20232,31057,0
17290,69018,0
42400,14790,0
31795,31673,0
49912,93722,0
77588,81249,0
20167,25381,0
12061,9961,0
62878,50965,0
30774,74812,0
34239,81431,0
10362,65237,0
3948,58370,0
2007,25029,0
69493,43887,0
10953,41126,0
73558,35962,0
29009,19136,0
87750,82933,0
75117,38594,0
7673,85245,0
63902,70273,0
72772,53374,0
29014,24715,0
98314,45356,0
64032,3492,0
75932,68422,0
48148,45779,0
94865,96933,0
8821,65364,0
92996,3624,0
80819,21453,0
85336,86174,0
72844,36845,0
11011,97119,0
45897,99227,0
98120,52504,0
7487,60555,0
88097,81605,0
40762,76580,0
32294,42240,0
78866,58719,0
40060,60008,0
83851,69416,0
86236,51815,0
44010,30851,0
69367,36737,0
79082,30745,0
7069,84852,0
28495,65291,0
29478,11709,0
36398,11828,0
10349,43193,0
80291,23554,0
65665,64641,0
31512,43566,0
23664,54644,0
91434,87775,0
98927,73516,0
67696,36355,0
65565,42623,0
90795,73783,0
93288,93746,0
26115,43881,0
64396,33681,0
49574,62513,0
64354,47105,0
71899,75000,0
26379,77425,0
19505,87000,0
40616,80662,0
57564,33547,0
86410,38271,0
8853,59447,0
87192,91822,0
80495,58834,0
11361,39521,0
17556,66975,0
53646,21518,0
23416,79171,0
51373,83070,0
35718,76331,0
4259,23805,0
72393,15459,0
94451,56322,0
36603,93010,0
17180,36423,0
17826,90584,0
81227,43990,0
39961,45034,0
37747,55065,0
86118,361,0
70679,17893,0
65404,50425,0
94234,74207,0
34929,66964,0
25601,13322,0
90873,4612,0
98571,75738,0
32472,86746,0
6607,92083,0
35854,58152,0
90556,65101,0
15849,10313,0
61439,16834,0
15989,76608,0
42751,28898,0
27718,7972,0
43601,48110,0
69297,72380,0
68501,87462,0
1246,62150,0
90465,85850,0
93736,58898,0
4156,70903,0
33440,11671,0
29376,9606,0
15001,50778,0
75900,50388,0
13806,72897,0
99869,27714,0
67689,64784,0
66223,47593,0
88593,96804,0
97721,48855,0
51884,72492,0
94277,87865,0
59588,26688,0
94817,90280,0
8615,76918,0
84488,78431,0
65030,2325,0
37521,89400,0
1055,62603,0
23779,7022,0
90361,72635,0
18748,93845,0
80967,3056,0
55937,54210,0
65937,36979,0
78682,75986,0
26486,78752,0
39790,51574,0
85645,34580,0
67035,53962,0
73515,74637,0
47275,76013,0
25505,56545,0
64767,93589,0
41093,52364,0
64693,43804,0
72633,35781,0
31812,42407,0
59300,77263,0
98987,88429,0
19790,3315,0
6861,34629,0
54299,23539,0
8849,26386,0
23908,3651,0
19044,71358,0
35357,82590,0
79293,26213,0
25164,67094,0
70193,58598,0
61375,34097,0
34226,10363,0
26067,94444,0
51482,88086,0
46119,40999,0
52579,95750,0
34799,67967,0
30802,74130,0
65779,617,0
89996,49626,0
23422,88699,0
48747,70041,0
85502,57096,0
41304,88090,0
39094,20325,0
93109,14016,0
74325,70974,0
34254,39429,0
3089,39793,0
33361,85235,0
16373,58502,0
28501,13248,0
29944,485,0
72874,94101,0
17115,52454,0
40016,90362,0
47241,87528,0
54841,46745,0
17343,71394,0
78150,76684,0
10121,32155,0
81882,56297,0
23810,92258,0
31713,26431,0
38790,63767,0
7046,25597,0
50407,77873,0
98483,62894,0
93281,6446,0
21450,72732,0
10098,98494,0
63428,3441,0
70303,72538,0
17183,68588,0
32908,89967,0
43665,58280,0
88581,93490,0
87493,89837,0
89113,95952,0
10748,5557,0
3184,57955,0
50521,87830,0
71316,2904,0
73956,45172,0
33977,94268,0
52205,10664,0
2409,81528,0
97621,10309,0
58885,37143,0
22406,51190,0
58431,47292,0
77690,62466,0
592,52863,0
89453,59989,0
57024,80443,0
65851,53189,0
89138,69021,0
92227,39476,0
16948,16111,0
36373,30282,0
89906,53199,0
62205,82416,0
45270,95567,0
136,87834,0
15017,8910,0
56984,13338,0
9473,16554,0
3010,82340,0
88040,12378,0
54233,2037,0
12364,42930,0
6119,59711,0
67112,57509,0
87437,69241,0
94544,62939,0
10166,22669,0
59597,97379,0
54181,11551,0
58214,39405,0
92304,93684,0
17952,11403,0
37619,38215,0
40201,87585,0
30963,38263,0
61918,64609,0
24152,70409,0
83484,95171,0
70923,84750,0
53689,94712,0
80148,40291,0
18078,45588,0
50399,73833,0
7346,91084,0
38209,106,0
62689,94133,0
80782,96408,0
99791,75330,0
80456,47072,0
24859,37986,0
68867,16829,0
79352,26489,0
66590,58639,0
90306,82469,0
21039,63272,0
71191,96125,0
17024,76520,0
32116,83535,0
80714,93673,0
99122,41636,0
16130,9962,0
33633,9598,0
64142,99722,0
10940,93085,0
30636,90200,0
51934,35734,0
98258,61904,0
40624,70380,0
1361,28115,0
59452,74377,0
19387,37663,0
92415,12390,0
47658,19159,0
45866,36694,0
78924,93821,0
90606,10687,0
4753,62927,0
30065,23055,0
59868,10856,0
48742,1383,0
47602,81452,0
50440,65057,0
64549,65924,0
76845,51274,0
90481,35614,0
45249,85920,0
89824,10763,0
43074,85654,0
31048,93614,0
78355,3154,0
99318,96014,0
48404,75608,0
47113,52756,0
45786,86288,0
26149,97400,0
18870,66371,0
79034,66212,0
79569,52218,0
24947,29498,0
43046,41061,0
12445,88993,0
56390,63079,0
52662,25232,0
9496,78658,0
57587,91131,0
60609,54699,0
80460,69910,0
54283,38132,0
98002,55158,0
9764,13026,0
24775,66909,0
95826,5458,0
18096,41629,0
28901,77928,0
83971,98191,0
42784,1545,0
5068,62407,0
50648,35638,0
69155,60175,0
35312,49945,0
61912,35654,0
40014,64676,0
25919,96630,0
61011,57839,0
47463,52519,0
25892,27005,0
45943,75274,0
11105,76153,0
12540,9286,0
88002,2726,0
5694,76785,0
85600,2409,0
8947,56707,0
40930,19791,0
1062,77849,0
78102,33769,0
81103,85057,0
47102,4801,0
55908,6409,0
58817,55805,0
96965,90266,0
42645,1743,0
40594,15435,0
13718,68192,0
30480,4724,0
73507,55124,0
47657,80826,0
75724,39844,0
22653,13845,0
34643,9716,0
23271,84564,0
17135,50993,0
83971,66059,0
99273,39127,0
90184,92786,0
37446,83313,0
73712,14745,0
72126,53866,0
79835,90974,0
50923,78288,0
81868,18112,0
90164,67642,0
38214,69523,0
57410,721,0
89676,35613,0
15904,34997,0
17664,19786,0
10895,13661,0
22246,7898,0
47024,26422,0
92833,53855,0
54431,54888,0
16515,6221,0
89090,58161,0
52702,5148,0
42678,44355,0
99970,97738,0
8500,96874,0
34835,3724,0
59507,47194,0
50079,5599,0
76667,42673,0
66660,55851,0
19246,36315,0
179,85758,0
2480,45838,0
48843,25570,0
25379,75642,0
55973,18372,0
11603,18129,0
76498,55786,0
30818,65266,0
42803,60283,0
80577,59108,0
73411,9534,0
79557,33546,0
43391,98669,0
48503,78824,0
13634,18253,0
92355,55119,0
26700,50224,0
32596,79199,0
16170,91818,0
47098,77537,0
14261,13205,0
14126,14578,0
15423,90892,0
62378,19483,0
2096,91570,0
83758,68824,0
46093,277,0
5569,73334,0
19781,82010,0
36341,76714,0
24291,52450,0
86942,20161,0
95404,4923,0
15584,76955,0
67435,9535,0
59859,24062,0
28883,954,0
65473,42033,0
42118,36349,0
7338,41957,0
1107,88960,0
71658,8505,0
37527,88376,0
43952,47293,0
1500,96036,0
17394,99746,0
87879,90216,0
19954,83832,0
82815,4122,0
69266,23305,0
76790,15768,0
74707,79374,0
59742,3905,0
14429,67977,0
23180,14610,0
15170,56874,0
96085,66965,0
17526,80946,0
30320,95850,0
30984,9415,0
65083,17546,0
30270,45365,0
96062,3639,0
90710,49227,0
49854,2767,0
99030,27380,0
89291,53320,0
70319,48804,0
79383,60499,0
88586,54025,0
78238,62260,0
16423,53607,0
41810,2632,0
62553,34871,0
98703,91222,0
22014,53100,0
849,29014,0
97031,68982,0
79041,84550,0
28962,84974,0
70371,54840,0
32644,88967,0
31107,94740,0
92706,29233,0
83368,97672,0
20156,45597,0
7161,98910,0
32327,86701,0
26244,97167,0
74941,71731,0
42160,26270,0
93228,42287,0
6586,77823,0
15885,11777,0
54460,22101,0
65924,12685,0
51865,90398,0
61400,52955,0
20055,44799,0
91321,5101,0
79860,55736,0
27635,16525,0
11566,73907,0
39130,88621,0
47891,64056,0
3477,94333,0
56005,1849,0
47312,6760,0
32619,10434,0
34486,75741,0
87696,97001,0
70582,80455,0
81045,67449,0
98278,38551,0
63086,41048,0
12132,51285,0
43431,90440,0
550,7913,0
67519,62521,0
57328,81247,0
18042,13098,0
5177,98432,0
89200,77013,0
48554,70872,0
64191,34498,0
52458,22233,0
97553,89573,0
62989,79992,0
70390,1237,0
32041,79450,0
52677,14839,0
86359,75463,0
89002,77731,0
65691,74678,0
53075,10950,0
33919,63657,0
92372,27504,0
82570,63153,0
65573,10879,0
12397,24878,0
60390,22615,0
75923,76948,0
75497,56984,0
16909,82554,0
87706,88711,0
80647,53561,0
48207,7342,0
26078,39453,0
80423,6210,0
70418,30861,0
29227,95918,0
45246,21617,0
20196,92112,0
64505,49700,0
68708,92431,0
63290,75652,0
16954,23616,0
31928,8127,0
64942,63432,0
62373,38022,0
1122,61226,0
67203,66902,0
60400,90847,0
73943,54514,0
74112,75306,0
94637,72091,0
44911,62384,0
21349,21497,0
6000,11609,0
22822,39483,0
16743,40237,0
80945,6897,0
28505,20399,0
17979,93735,0
30161,95330,0
64082,86071,0
61672,98212,0
19099,45824,0
16172,54750,0
83431,94677,0
41871,58500,0
62938,72017,0
26160,16231,0
11219,78758,0
33778,19136,0
30392,72407,0
98539,55771,0
7418,19483,0
256,57313,0
60711,58508,0
92521,71609,0
73260,18458,0
36748,23140,0
86342,1238,0
46753,1169,0
80724,5452,0
85876,36770,0
5613,37952,0
37434,14991,0
32396,55959,0
72810,68230,0
68969,86787,0
1558,77494,0
57786,88548,0
71759,63331,0
192,72130,0
4138,96066,0
7882,64720,0
53847,27165,0
88173,71512,0
43455,59672,0
38294,75207,0
84435,43369,0
92788,21716,0
845,47002,0
23070,63211,0
41728,42818,0
40066,56721,0
16866,8247,0
43405,75066,0
20442,57166,0
15729,6364,0
22253,53447,0
69099,143,0
11653,89022,0
60977,68015,0
74183,74801,0
77898,73087,0
7956,14583,0
64628,78820,0
75562,97334,0
40096,71689,0
87757,38737,0
28153,13075,0
64734,91874,0
44164,930,0
64706,21436,0
18352,97767,0
13202,73401,0
7178,2325,0
58659,73397,0
41195,38490,0
30442,50981,0
46778,30741,0
57688,60812,0
83096,27720,0
48110,10705,0
65807,3084,0
82907,8426,0
21246,94775,0
24352,71269,0
5859,95225,0
6968,18885,0
54589,81380,0
72865,91430,0
9970,34018,0
54366,35535,0
82434,74665,0
94115,22836,0
35311,19149,0
79218,20473,0
98848,29155,0
89843,84588,0
71701,24435,0
58329,90866,0
36925,41283,0
12936,93516,0
49138,37313,0
38707,31993,0
11745,66766,0
73043,76291,0
72860,92788,0
34473,89034,0
62310,11688,0
68858,55391,0
66743,63000,0
96063,69929,0
6033,47925,0
43792,59434,0
35247,52063,0
5343,54384,0
27100,35193,0
97228,17060,0
88248,7460,0
8456,94962,0
64664,99749,0
90732,81428,0
86359,47148,0
53151,94687,0
9592,87738,0
35511,78626,0
36619,19159,0
57750,61157,0
64726,27399,0
13861,16182,0
43032,25114,0
7798,56885,0
43570,1995,0
22767,32644,0
93370,80397,0
80190,34629,0
87094,91272,0
16827,1771,0
58304,13018,0
64839,8314,0
15918,91462,0
66042,78752,0
16496,34239,0
26411,55450,0
36622,18949,0
30731,29565,0
9510,92605,0
21193,95235,0
71789,51858,0
64513,34686,0
2060,3324,0
48030,84799,0
15043,31234,0
19452,89415,0
45788,83391,0
6334,24001,0
76901,72901,0
98505,74280,0
43656,77014,0
87160,57745,0
96027,58074,0
75906,49841,0
10542,55313,0
64723,16904,0
69549,13242,0
36110,94053,0
18277,34912,0
24852,34122,0
60900,70985,0
20782,45231,0
23497,59056,0
90119,14885,0
97492,25292,0
33600,17273,0
30262,45498,0
32361,95717,0
19686,42354,0
81053,32689,0
60883,90396,0
99837,75622,0
59544,33695,0
43578,20900,0
9955,42217,0
95033,81390,0
94988,16008,0
38809,30100,0
55926,1635,0
80001,6386,0
52832,35553,0
71572,36026,0
15275,71931,0
59165,44503,0
94871,92031,0
60395,42272,0
56117,29978,0
89295,23108,0
85015,66886,0
74190,10689,0
71231,21869,0
98621,46643,0
8756,36512,0
62140,51027,0
5776,78470,0
7501,61656,0
62201,66273,0
11802,30631,0
13712,95417,0
82594,71460,0
37463,2337,0
12922,17792,0
53983,83255,0
72509,60792,0
98765,10331,0
41096,73361,0
22647,22045,0
31920,84011,0
4715,50231,0
87678,78571,0
36618,49353,0
91223,9014,0
27912,67873,0
96056,61387,0
61823,41607,0
25842,19793,0
85671,37747,0
22861,72618,0
57563,78455,0
84050,13788,0
84864,62,0
44810,50001,0
53192,71297,0
56945,48597,0
26972,10085,0
93218,58460,0
43826,35767,0
35608,51784,0
92345,12576,0
46216,70982,0
13546,1379,0
51736,1254,0
97446,93375,0
95969,51110,0
1082,58399,0
16257,73516,0
38720,63124,0
97456,49424,0
91537,67032,0
91274,81019,0
56034,58433,0
81236,19870,0
4881,39787,0
34598,67267,0
60573,25555,0
93128,34680,0
11763,66494,0
53151,60571,0
90816,65697,0
14305,85788,0
26258,84556,0
15484,74210,0
88236,89744,0
62166,78582,0
96749,11447,0
8412,10789,0
33994,70875,0
59180,93094,0
98171,7084,0
48716,12081,0
46458,54813,0
47316,1476,0
50286,43113,0
47810,54405,0
48726,46189,0
42047,40918,0
21430,13939,0
58801,59509,0
92170,79867,0
62261,96111,0
19780,21789,0
82462,82399,0
30879,44971,0
62074,31584,0
4350,79243,0
89745,89565,0
24852,26294,0
68478,13693,0
92238,71346,0
98326,43699,0
3511,26955,0
5100,79210,0
41276,39650,0
32404,52817,0
65813,83785,0
1046,71288,0
91522,56472,0
4817,6829,0
4266,49252,0
30097,2848,0
62749,41380,0
78015,41563,0
19578,20889,0
77782,24402,0
13986,22903,0
64839,96517,0
48720,69065,0
87498,89827,0
59482,15727,0
6609,98935,0
93974,73632,0
48657,78234,0
80797,74855,0
84177,52002,0
82138,60732,0
5452,63071,0
43603,22903,0
77522,62601,0
14485,31977,0
50390,33789,0
61528,18460,0
43562,46592,0
87215,73975,0
35411,65313,0
83460,21525,0
87516,10258,0
5321,44433,0
16631,65445,0
26094,52916,0
98756,75813,0
83077,90462,0
6208,98055,0
43489,6161,0
63371,42426,0
45269,38588,0
48566,17054,0
63463,63025,0
51032,37514,0
71614,14878,0
64694,52137,0
56173,16209,0
98660,91981,0
35002,68878,0
24759,49581,0
91600,37750,0
63492,64733,0
82960,32739,0
6623,92622,0
91647,76880,0
38029,59357,0
34929,74033,0
4618,15527,0
93174,67422,0
67944,63360,0
37299,68876,0
32150,68912,0
68631,73154,0
61462,64610,0
18541,56553,0
20062,62529,0
75048,22601,0
5294,13931,0
52587,49599,0
36093,21692,0
59295,69385,0
53696,88955,0
89230,38924,0
9487,22182,0
10104,73104,0
3584,32219,0
19204,84620,0
92173,9408,0
36764,9385,0
81318,97094,0
44475,55341,0
10548,82166,0
22155,72356,0
73381,43460,0
97906,27966,0
84383,89384,0
26372,14878,0
43136,62626,0
5152,85775,0
4618,87540,0
75597,46471,0
35288,72871,0
20783,70107,0
70329,10441,0
60170,83335,0
34415,95935,0
48569,82748,0
64540,17740,0
49741,81758,0
22647,7317,0
12811,24343,0
52444,66869,0
59837,42320,0
99444,15066,0
43054,26716,0
91834,34822,0
13906,60753,0
87142,76126,0
87939,91537,0
43590,96255,0
22047,23840,0
1039,8666,0
21764,88778,0
31106,77876,0
71488,11693,0
12747,35880,0
24038,97875,0
22997,66716,0
14741,69677,0
8104,14337,0
3395,29083,0
88902,47376,0
61337,59095,0
92439,99926,0
45209,62596,0
48369,77412,0
74906,88994,0
91671,29048,0
84994,92125,0
99386,73888,0
57064,73648,0
32302,54742,0
68764,78366,0
8741,96502,0
26677,71623,0
79574,87085,0
47420,48817,0
60542,38794,0
49887,20803,0
322,31679,0
5759,8190,0
53651,92227,0
87976,24080,0
63674,97157,0
21300,26666,0
9804,13124,0
64703,32727,0
43211,1037,0
38841,3618,0
91030,37986,0
75352,99825,0
22967,5227,0
96910,61268,0
36122,91783,0
66884,82897,0
11124,12704,0
53358,14241,0
36285,95427,0
63322,98342,0
50186,26197,0
14425,37141,0
80488,14973,0
97095,73969,0
72976,12512,0
13033,96595,0
68391,80294,0
11380,37952,0
53171,23499,0
38286,90713,0
43021,73279,0
46491,23669,0
79397,62213,0
72348,43082,0
48076,53750,0
38275,15276,0
53828,28982,0
15665,46777,0
6658,11449,0
55524,69023,0
13303,70373,0
33457,2709,0
40758,99966,0
3539,17598,0
46844,79633,0
537,55705,0
39923,23662,0
24506,47584,0
51669,83084,0
70152,63062,0
76373,91466,0
43865,14732,0
88687,4295,0
20471,69924,0
76793,62884,0
15792,37892,0
64401,94810,0
28163,73668,0
11946,3832,0
10474,37519,0
69,75031,0
35715,35034,0
47634,78622,0
55460,72385,0
32966,6024,0
67369,62834,0
83134,97727,0
11305,22912,0
33647,1363,0
60398,75179,0
76793,55366,0
85686,39107,0
36953,88353,0
95102,43024,0
96668,55967,0
98506,63254,0
35080,76542,0
77757,41298,0
99457,74894,0
88896,41918,0
23707,36876,0
36615,19242,0
60156,73287,0
26497,32697,0
6903,86681,0
44191,28287,0
68848,86395,0
58155,51434,0
46886,19159,0
58749,58920,0
60619,84862,0
25265,52491,0
8859,46657,0
69337,13290,0
54573,48872,0
40824,68610,0
68693,81898,0
48260,63340,0
67101,57378,0
89944,33873,0
43437,76040,0
12218,66900,0
20929,71749,0
54024,98916,0
829,73606,0
60793,76859,0
39955,28845,0
43231,32232,0
69009,35245,0
97926,16945,0
43420,12227,0
98387,60662,0
32812,78426,0
81374,27090,0
92394,91371,0
9140,59505,0
54513,23091,0
21514,5371,0
49565,68285,0
36415,90769,0
6650,19839,0
39509,73984,0
41654,34755,0
29843,50037,0
9437,42647,0
30273,43525,0
55442,43377,0
64928,95339,0
8826,39202,0
90828,61766,0
80665,42149,0
26119,2091,0
62916,80722,0
69413,74790,0
98032,33486,0
20182,60958,0
59860,46180,0
9845,863,0
8558,35441,0
23090,77449,0
70697,82458,0
39527,6995,0
92063,59516,0
83166,51371,0
20251,92506,0
58730,65538,0
14849,93433,0
8955,86674,0
22769,66126,0
98491,95260,0
26338,80868,0
36854,56085,0
87568,3953,0
68001,45919,0
90515,92340,0
19763,93310,0
8516,54151,0
32989,5663,0
4847,99213,0
5789,28744,0
71393,54025,0
56453,33259,0
61174,94592,0
85921,92107,0
13471,42126,0
35285,27951,0
82107,84452,0
41083,87895,0
20237,79206,0
52671,21779,0
34178,65417,0
71901,34894,0
41668,27668,0
49780,67801,0
56856,59044,0
59523,94694,0
58195,55314,0
79238,90067,0
36814,11787,0
93866,21454,0
16375,15948,0
60078,221,0
12093,73650,0
24713,84569,0
26951,52668,0
25809,88909,0
26024,18010,0
78038,9167,0
25003,93096,0
82059,92854,0
55343,10269,0
99028,24208,0
10240,11051,0
24547,49857,0
20867,44824,0
88154,98578,0
86343,53863,0
69955,14463,0
17706,81114,0
80599,49835,0
30896,96591,0
17479,34069,0
78730,79650,0
34870,42946,0
6463,44165,0
64604,60230,0
54530,56401,0
83984,35937,0
80602,84199,0
46568,27329,0
74184,29223,0
76368,82993,0
42209,81235,0
31459,88638,0
2232,19804,0
90594,30800,0
11018,26686,0
26548,44114,0
10888,74410,0
45779,48955,0
48862,8961,0
99524,85333,0
36826,54278,0
40262,59959,0
46478,85470,0
52736,74986,0
78442,87827,0
65183,95353,0
32244,32963,0
69318,82462,0
75253,58886,0
70000,46043,0
83198,39903,0
95743,32499,0
34869,91960,0
34002,87524,0
36,32294,0
1375,30835,0
63150,77768,0
4786,16171,0
55667,26736,0
36275,25999,0
9488,74415,0
48264,28013,0
41590,81249,0
82986,70076,0
62982,48494,0
25563,85871,0
53639,68132,0
28122,18592,0
50180,62881,0
60903,60195,0
83420,28684,0
10754,87058,0
92096,70468,0
3172,49747,0
28246,84940,0
1948,63542,0
66125,67008,0
75347,60297,0
22528,74076,0
15485,20208,0
89707,93527,0
95645,53826,0
38416,46718,0
82255,17828,0
53214,35845,0
5295,16899,0
44058,83136,0
37095,41228,0
45563,69078,0
65492,43308,0
86660,26777,0
98266,88548,0
52078,62176,0
14671,8736,0
37810,92345,0
12221,21349,0
37737,28097,0
35507,24394,0
21194,4895,0
38135,88419,0
30388,13963,0
2413,12438,0
38188,91891,0
58556,59324,0
43125,68451,0
50933,20151,0
3175,34311,0
25478,12177,0
21082,98310,0
97075,7062,0
39533,29269,0
50987,63207,0
24772,82847,0
21387,55558,0
38161,5386,0
85210,49837,0
98701,32305,0
2159,26203,0
77100,25699,0
55436,275,0
1445,37685,0
30896,42003,0
14029,85829,0
99267,5106,0
54405,91781,0
65728,72745,0
73028,60011,0
76720,26244,0
4516,19296,0
19580,94730,0
90889,49352,0
20776,38335,0
65621,74682,0
6473,96321,0
54437,82158,0
68457,4645,0
29395,59235,0
24190,28797,0
5681,10602,0
65664,94851,0
89401,62906,0
58390,24737,0
71120,55288,0
97102,14602,0
61684,85133,0
59873,54051,0
43424,84462,0
99457,71380,0
31289,31232,0
74313,28327,0
49833,93927,0
46791,52395,0
4708,80498,0
49121,88322,0
14478,81666,0
67051,17035,0
52072,62960,0
92198,23739,0
91032,47708,0
48255,72324,0
84943,56055,0
36172,47413,0
37092,97664,0
6596,74312,0
36853,95534,0
30880,86181,0
29268,42610,0
11953,40689,0
69114,14059,0
50923,53436,0
80424,72121,0
66423,80020,0
14428,5116,0
22509,46668,0
197,18770,0
59027,24815,0
45664,36137,0
92419,20090,0
44143,67003,0
79611,43365,0
18640,39394,0
49105,3632,0
62155,7315,0
25821,568,0
89611,64140,0
13918,76533,0
26425,49883,0
76732,73423,0
9589,32820,0
3611,31679,0
11823,19399,0
10889,33329,0
65628,42547,0
37816,76563,0
64324,87850,0
63901,98745,0
53396,81463,0
88095,90649,0
6305,31573,0
63009,26985,0
75822,83781,0
47962,10270,0
88758,31008,0
28553,17623,0
5120,5366,0
55987,51287,0
41474,18582,0
70837,75193,0
86162,51181,0
85682,75303,0
27209,20398,0
26893,5317,0
57014,843,0
52124,58588,0
34819,11204,0
99110,4571,0
60144,94293,0
47873,11757,0
29002,7520,0
84288,84849,0
22410,14296,0
86598,26857,0
67943,77046,0
30595,17983,0
4724,54989,0
57421,26097,0
8143,97803,0
81690,43412,0
54297,15917,0
29086,94361,0
71034,42485,0
14474,8416,0
65362,76573,0
5730,93853,0
85183,42349,0
53896,26930,0
25061,56865,0
42292,10153,0
21337,7324,0
70800,94475,0
85631,19736,0
85236,58629,0
47270,54284,0
75462,11105,0
44532,78808,0
18826,47791,0
38334,9865,0
61836,22146,0
73191,89167,0
99648,9836,0
17447,21194,0
82441,2440,0
42204,43936,0
22336,93432,0
32733,5567,0
97276,63365,0
5253,13279,0
22880,97440,0
16864,51823,0
16856,56263,0
3660,46772,0
3767,19518,0
87344,6652,0
8692,35539,0
91805,1248,0
36949,86252,0
13398,82424,0
6411,44155,0
54921,92492,0
48302,74732,0
34812,55060,0
80679,83212,0
15117,78821,0
51112,38040,0
47871,84732,0
62652,95620,0
5140,84583,0
31830,6468,0
64054,58950,0
27009,5494,0
30,69382,0
97548,65507,0
80087,67166,0
68386,58506,0
43394,68967,0
48693,81177,0
7607,6383,0
96690,82658,0
90292,28528,0
51031,69945,0
50040,26536,0
75292,62441,0
89036,31746,0
6784,25767,0
22242,9609,0
30863,99521,0
89783,3258,0
19226,88986,0
79651,44008,0
88049,83785,0
65505,5532,0
10949,36869,0
38061,91022,0
39795,59790,0
85921,92269,0
77590,81945,0
60283,42107,0
17788,92460,0
43744,95542,0
15761,36497,0
81711,67451,0
15187,31653,0
41371,79208,0
74071,869,0
5337,5860,0
20821,40663,0
52260,19248,0
51959,40499,0
60070,83018,0
93445,76122,0
8210,82285,0
33191,15881,0
99039,84440,0
74724,46369,0
69383,76810,0
87271,17015,0
27445,43178,0
90864,76199,0
13918,2859,0
53921,58290,0
48339,35707,0
80005,55985,0
91621,24175,0
92976,14334,0
3269,3403,0
89989,30274,0
68428,72531,0
68041,7669,0
24723,1657,0
91266,86028,0
79295,10822,0
14776,14006,0
78059,13312,0
87877,72866,0
44517,60630,0
15365,5810,0
52923,28974,0
92855,38724,0
36077,98320,0
20652,52963,0
11151,4530,0
67372,89475,0
76064,5486,0
61252,67854,0
69838,60165,0
69984,17233,0
60682,10692,0
74895,97643,0
29365,82705,0
29491,46962,0
22104,57606,0
34680,3569,0
9239,99403,0
69304,18620,0
52095,35592,0
50169,43044,0
83875,32885,0
68654,71852,0
59054,99213,0
51310,8703,0
11671,76176,0
53989,16297,0
66866,9412,0
72956,16850,0
76746,42583,0
9153,73653,0
87155,27375,0
40086,73032,0
50569,98518,0
34435,41505,0
66849,95361,0
16569,94314,0
53728,93415,0
1143,174,0
50148,12576,0
7579,87048,0
15449,67873,0
41761,40461,0
41939,22127,0
64295,86633,0
61304,60002,0
90373,32006,0
76121,98530,0
68724,57948,0
78222,34785,0
77438,48460,0
50852,79629,0
27930,26702,0
46007,4347,0
94871,57776,0
29072,95221,0
2641,87558,0
23063,69489,0
48704,97784,0
85094,71016,0
74232,8782,0
67766,45486,0
35966,59359,0
74773,79489,0
79302,67972,0
25640,36591,0
36204,89881,0
48186,76594,0
37716,64581,0
39043,16164,0
4168,88653,0
60061,30634,0
24760,13872,0
47744,54916,0
30114,37676,0
95691,32153,0
23432,37373,0
82013,57259,0
10092,41532,0
4275,13741,0
13943,37910,0
16460,8229,0
15840,93399,0
47083,78668,0
29096,61581,0
99063,68274,0
7879,51006,0
50990,24486,0
31006,44453,0
93190,10747,0
14923,70491,0
98844,99604,0
63503,2227,0
74235,93941,0
1534,42434,0
99040,93607,0
68130,8120,0
76925,50564,0
65481,75756,0
75618,50656,0
97011,82484,0
97943,11441,0
45300,62189,0
35621,87839,0
41462,1457,0
1150,28192,0
13972,29770,0
42991,83837,0
73577,96639,0
80936,39883,0
49512,2562,0
90975,73312,0
23708,21755,0
55730,13140,0
98277,35353,0
37026,57839,0
63931,73491,0
20411,38908,0
23478,13932,0
2869,54600,0
39884,71932,0
86213,99273,0
45011,73196,0
95943,28688,0
31801,57013,0
12472,53533,0
75281,324,0
55112,59752,0
44070,45108,0
22891,72512,0
30886,43043,0
51541,30362,0
40090,38462,0
552,69681,0
43225,71724,0
40352,26864,0
82682,22816,0
61435,39622,0
93705,56835,0
47886,67256,0
37929,30887,0
13680,9582,0
15053,71807,0
36969,43300,0
57046,9650,0
88622,63598,0
23052,68102,0
54386,56893,0
56865,97566,0
9900,57608,0
35462,83225,0
66178,55019,0
4802,5553,0
55666,81094,0
52317,36091,0
81101,69862,0
24903,37901,0
50964,49041,0
66541,51835,0
57263,4714,0
13325,11140,0
18320,96117,0
59886,89247,0
92955,80904,0
20320,50828,0
61809,37105,0
56652,24855,0
25697,3771,0
60004,58051,0
47700,42303,0
71461,5092,0
66187,44443,0
22653,98470,0
84373,33322,0
24670,95493,0
21098,11739,0
95260,50085,0
85424,55600,0
41090,1595,0
94238,84444,0
83904,15324,0
49069,48250,0
85045,88089,0
33818,56536,0
21963,83323,0
10965,68373,0
54910,17022,0
19073,84299,0
48613,51035,0
66889,76558,0
45977,17952,0
15037,48003,0
74962,1689,0
10369,64366,0
46564,39039,0
59391,5393,0
60553,75563,0
23605,32899,0
18675,66591,0
28323,17002,0
53978,83193,0
60184,96923,0
40096,10298,0
44262,20844,0
3819,87406,0
37382,38173,0
29681,67331,0
9048,80744,0
29089,8927,0
17689,74828,0
855,50080,0
97265,93437,0
98546,51959,0
87003,9543,0
71653,13890,0
74971,15382,0
30067,89757,0
96847,71274,0
81578,41478,0
92066,42477,0
